img_name,storm,datetime_utc,lat,lon,pressure_mb,wind_kt,wind_kmph,category,cat_idx,has_raw,sat_id,vza
NARGIS_20080425_1200.jpg,NARGIS,2008-04-25T12:00,10.5,90.29998779296875,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,21.0
NARGIS_20080425_1500.jpg,NARGIS,2008-04-25T15:00,10.704999923706055,89.91500854492188,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,21.0
NARGIS_20080425_1800.jpg,NARGIS,2008-04-25T18:00,10.800000190734863,89.5,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,21.0
NARGIS_20080425_2100.jpg,NARGIS,2008-04-25T21:00,10.734999656677246,89.05499267578125,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,22.0
NARGIS_20080426_0000.jpg,NARGIS,2008-04-26T00:00,10.699999809265137,88.69998168945312,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,22.0
NARGIS_20080426_0300.jpg,NARGIS,2008-04-26T03:00,10.920000076293945,88.58499145507812,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,22.0
NARGIS_20080426_0600.jpg,NARGIS,2008-04-26T06:00,11.199999809265137,88.5,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,23.0
NARGIS_20080426_0900.jpg,NARGIS,2008-04-26T09:00,11.387499809265137,88.23748779296875,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,23.0
NARGIS_20080426_1200.jpg,NARGIS,2008-04-26T12:00,11.5,87.89999389648438,1007.0,17.600000381469727,32.59520070648193,Depression,1,False,FY2-C,23.0
NARGIS_20080426_1500.jpg,NARGIS,2008-04-26T15:00,11.515000343322754,87.54248046875,1005.5,19.799999237060547,36.669598587036134,Depression,1,False,FY2-C,24.0
NARGIS_20080426_1800.jpg,NARGIS,2008-04-26T18:00,11.5,87.20001220703125,1004.0,22.0,40.744,Depression,1,False,FY2-C,24.0
NARGIS_20080426_2100.jpg,NARGIS,2008-04-26T21:00,11.538000106811523,86.9169921875,1003.0,22.0,40.744,Depression,1,False,FY2-C,24.0
NARGIS_20080427_0000.jpg,NARGIS,2008-04-27T00:00,11.600000381469727,86.70001220703125,1002.0,22.0,40.744,Depression,1,False,FY2-C,25.0
NARGIS_20080427_0300.jpg,NARGIS,2008-04-27T03:00,11.659500122070312,86.5579833984375,1000.5,23.850000381469727,44.170200706481936,Depression,1,False,MET-7,37.0
NARGIS_20080427_0600.jpg,NARGIS,2008-04-27T06:00,11.760000228881836,86.44000244140625,999.0,25.700000762939453,47.59640141296387,Depression,1,False,MET-7,37.0
NARGIS_20080427_0900.jpg,NARGIS,2008-04-27T09:00,11.931167602539062,86.2708740234375,998.0,28.049999237060547,51.94859858703614,Deep Depression,2,False,MET-7,37.0
NARGIS_20080427_1200.jpg,NARGIS,2008-04-27T12:00,12.133334159851074,86.10000610351562,997.0,30.399999618530273,56.30079929351807,Deep Depression,2,False,MET-7,37.0
NARGIS_20080427_1500.jpg,NARGIS,2008-04-27T15:00,12.314666748046875,85.95968627929688,994.25,32.599998474121094,60.37519717407227,Deep Depression,2,False,MET-7,37.0
NARGIS_20080427_1800.jpg,NARGIS,2008-04-27T18:00,12.5,85.82855224609375,991.5,34.79999923706055,64.44959858703614,Cyclonic Storm,3,False,MET-7,36.0
NARGIS_20080427_2100.jpg,NARGIS,2008-04-27T21:00,12.716249465942383,85.6689453125,989.75,38.25,70.839,Cyclonic Storm,3,False,MET-7,36.0
NARGIS_20080428_0000.jpg,NARGIS,2008-04-28T00:00,12.899999618530273,85.54998779296875,988.0,41.70000076293945,77.22840141296388,Cyclonic Storm,3,False,MET-7,36.0
NARGIS_20080428_0300.jpg,NARGIS,2008-04-28T03:00,13.012499809265137,85.54034423828125,985.0,46.400001525878906,85.93280282592774,Cyclonic Storm,3,False,MET-7,36.0
NARGIS_20080428_0600.jpg,NARGIS,2008-04-28T06:00,13.050000190734863,85.54998779296875,982.0,51.099998474121094,94.63719717407227,Severe Cyclonic Storm,4,False,MET-7,36.0
NARGIS_20080428_0900.jpg,NARGIS,2008-04-28T09:00,13.0,85.47500610351562,980.0,54.69999694824219,101.30439434814454,Severe Cyclonic Storm,4,False,FY2-C,27.0
NARGIS_20080428_1200.jpg,NARGIS,2008-04-28T12:00,12.949999809265137,85.39999389648438,978.0,58.29999923706055,107.97159858703614,Severe Cyclonic Storm,4,False,FY2-C,27.0
NARGIS_20080428_1500.jpg,NARGIS,2008-04-28T15:00,13.013750076293945,85.37750244140625,977.25,59.400001525878906,110.00880282592775,Severe Cyclonic Storm,4,False,MET-7,36.0
NARGIS_20080428_1800.jpg,NARGIS,2008-04-28T18:00,13.100000381469727,85.39999389648438,976.5,60.5,112.046,Severe Cyclonic Storm,4,False,MET-7,36.0
NARGIS_20080428_2100.jpg,NARGIS,2008-04-28T21:00,13.125,85.46749877929688,976.5,60.5,112.046,Severe Cyclonic Storm,4,False,MET-7,36.0
NARGIS_20080429_0000.jpg,NARGIS,2008-04-29T00:00,13.149999618530273,85.54998779296875,976.5,60.5,112.046,Severe Cyclonic Storm,4,False,MET-7,36.0
NARGIS_20080429_0300.jpg,NARGIS,2008-04-29T03:00,13.194999694824219,85.59625244140625,975.0,63.0,116.676,Severe Cyclonic Storm,4,False,MET-7,37.0
NARGIS_20080429_0600.jpg,NARGIS,2008-04-29T06:00,13.300000190734863,85.64999389648438,973.5,65.5,121.30600000000001,Very Severe Cyclonic Storm,5,False,MET-7,37.0
NARGIS_20080429_0900.jpg,NARGIS,2008-04-29T09:00,13.517499923706055,85.74249267578125,974.25,64.4000015258789,119.26880282592774,Very Severe Cyclonic Storm,5,False,MET-7,37.0
NARGIS_20080429_1200.jpg,NARGIS,2008-04-29T12:00,13.75,85.85000610351562,975.0,63.29999923706055,117.23159858703613,Severe Cyclonic Storm,4,False,MET-7,37.0
NARGIS_20080429_1500.jpg,NARGIS,2008-04-29T15:00,13.893750190734863,85.9425048828125,975.0,63.29999923706055,117.23159858703613,Severe Cyclonic Storm,4,False,MET-7,37.0
NARGIS_20080429_1800.jpg,NARGIS,2008-04-29T18:00,14.0,86.04998779296875,975.0,63.29999923706055,117.23159858703613,Severe Cyclonic Storm,4,False,MET-7,37.0
NARGIS_20080429_2100.jpg,NARGIS,2008-04-29T21:00,14.088749885559082,86.18499755859375,975.0,63.29999923706055,117.23159858703613,Severe Cyclonic Storm,4,False,MET-7,38.0
NARGIS_20080430_0000.jpg,NARGIS,2008-04-30T00:00,14.199999809265137,86.35000610351562,975.0,63.29999923706055,117.23159858703613,Severe Cyclonic Storm,4,False,MET-7,38.0
NARGIS_20080430_0300.jpg,NARGIS,2008-04-30T03:00,14.4037504196167,86.53500366210938,977.0,61.099998474121094,113.15719717407227,Severe Cyclonic Storm,4,False,MET-7,38.0
